Category Name,2nd Category,3rd Category,brand,Manufacture pin,Product Name,stock,description,Retail price inc GST, url, Image Url
Network,,Networking - Switch,Netgear,66258,NETGEAR GS105PE PROSAFE PLUS 5-PORT GIGABIT SWITCH WITH 2-PORT POE,with In Stock,NETGEAR GS105PE PROSAFE PLUS 5-PORT GIGABIT SWITCH WITH 2-PORT POE,80.5900,http://www.citywidetech.co.nz/p.aspx?63211,
Network,,Networking - Switch,Netgear,65906,NETGEAR GS108E V3 PROSAFE PLUS 8-PORT GIGABIT ETHERNET SWITCH,with In Stock,NETGEAR GS108E V3 PROSAFE PLUS 8-PORT GIGABIT ETHERNET SWITCH,73.8600,http://www.citywidetech.co.nz/p.aspx?63212,
Computer Systems,Portable Computers,Notebook Accessory,Alogic,73972,ALOGIC Elements 20cm Mini DisplayPort to VGA Adapter  Male to Female  Black,with In Stock,ALOGIC Elements 20cm Mini DisplayPort to VGA Adapter  Male to Female  Black,16.3100,http://www.citywidetech.co.nz/p.aspx?63213,
Computer Systems,Computer Components,Memory - SODIMM,Lenovo,60461,LENOVO 0A65724 8GB PC3-12800 DDR3-1600MHZ SODIMM MEMORY,with In Stock,LENOVO 0A65724 8GB PC3-12800 DDR3-1600MHZ SODIMM MEMORY,202.2000,http://www.citywidetech.co.nz/p.aspx?63214,
Computer Systems,Computer Components,Memory - SODIMM,Lenovo,62855,LENOVO 2GB  PC3-12800 DDR3L -1600MHZ SODIMM,with In Stock,LENOVO 2GB  PC3-12800 DDR3L -1600MHZ SODIMM,70.7600,http://www.citywidetech.co.nz/p.aspx?63215,
Computer Systems,Computer Components,Memory - DIMM,Lenovo,65377,LENOVO THINKSTATION 8GB 2RX8 PC3-14900E 1.5V 4GBIT DDR3-1866 ECC-UDIMM,with In Stock,LENOVO THINKSTATION 8GB 2RX8 PC3-14900E 1.5V 4GBIT DDR3-1866 ECC-UDIMM,322.4000,http://www.citywidetech.co.nz/p.aspx?63216,
Computer Systems,Computer Components,Memory - DIMM,Lenovo,66000,LENOVO 16GB DDR4 2133MHZ ECC RDIMM WORKSTATION MEMORY,with In Stock,LENOVO 16GB DDR4 2133MHZ ECC RDIMM WORKSTATION MEMORY,442.5900,http://www.citywidetech.co.nz/p.aspx?63217,
Computer Systems,Computer Components,Cases,Inwin,72145,IN WIN 303 WHITE SECC STEEL/TEMPERED GLASS CASE ATX MID TOWER DUAL CHAMBERED/HIGH AIR FLOW,with In Stock,IN WIN 303 WHITE SECC STEEL/TEMPERED GLASS CASE ATX MID TOWER DUAL CHAMBERED/HIGH AIR FLOW,170.7800,http://www.citywidetech.co.nz/p.aspx?63218,
Computer Systems,Desktops,Desktop PC - Commercial,Lenovo,74697,30AT005RAU-P310,Out of stock,30AT005RAU-P310,3297.5600,http://www.citywidetech.co.nz/p.aspx?63219,
Computer Systems,Desktops,Desktop PC - Commercial,Lenovo,72232,TS P310 SFF XEON E3-1270 V5 8GB DDR4 ECC 256GB SSD OPAL MCR ODD NVIDIA QUADRO K620 (2GB DVI+DP) KB MSE W10P 64-BIT; WARRANTY 3-YEAR ONSITE.,with In Stock,TS P310 SFF XEON E3-1270 V5 8GB DDR4 ECC 256GB SSD OPAL MCR ODD NVIDIA QUADRO K620 (2GB DVI+DP) KB MSE W10P 64-BIT; WARRANTY 3-YEAR ONSITE.,1956.1800,http://www.citywidetech.co.nz/p.aspx?63220,
Computer Systems,Computer Peripherals,Keyboard,Lenovo,58144,LENOVO (33L3225) THINKPAD USB NUMERIC KEYPAD,with In Stock,LENOVO (33L3225) THINKPAD USB NUMERIC KEYPAD,29.2100,http://www.citywidetech.co.nz/p.aspx?63221,
Computer Systems,Computer Components,Server Accessory,DELTA,73731,DELTA RAIL KIT (RT-SERIES 5-10KVA POWER MODULE RT-SERIES 5-10KVA BATTERY PACK),with In Stock,DELTA RAIL KIT (RT-SERIES 5-10KVA POWER MODULE RT-SERIES 5-10KVA BATTERY PACK),74.3200,http://www.citywidetech.co.nz/p.aspx?63222,
Computer Systems,Computer Components,Server Accessory,DELTA,73759,DELTA TOWER STAND KITS (M-SERIES RT-SERIES 1-3KVA),with In Stock,DELTA TOWER STAND KITS (M-SERIES RT-SERIES 1-3KVA),67.9900,http://www.citywidetech.co.nz/p.aspx?63223,
Computer Systems,Computer Components,Server Accessory,DELTA,73716,DELTA PDU SNMP MODULE (COMPATIBLE WITH ALL METERED PDU - PDU1311 PDU1315 PDU1425 PDU1113 PDU1213 PDU2421 PDU2525),with In Stock,DELTA PDU SNMP MODULE (COMPATIBLE WITH ALL METERED PDU - PDU1311 PDU1315 PDU1425 PDU1113 PDU1213 PDU2421 PDU2525),285.1200,http://www.citywidetech.co.nz/p.aspx?63224,
Computer Systems,Computer Components,Server Accessory,DELTA,73742,DELTA SNMP IPV6 CARD ( M-SERIES RT-SERIES 1-10KVA ALL 3-PHASE UPS),with In Stock,DELTA SNMP IPV6 CARD ( M-SERIES RT-SERIES 1-10KVA ALL 3-PHASE UPS),250.2700,http://www.citywidetech.co.nz/p.aspx?63225,
Video Gaming,Video Game Systems,TV Game Console,Microsoft,70151,XBOX 360 E 500GB (INCL FORZA HORIZON 2 LTFG),with In Stock,XBOX 360 E 500GB (INCL FORZA HORIZON 2 LTFG),336.5700,http://www.citywidetech.co.nz/p.aspx?63226,
Computer Systems,Computer Peripherals,UPS,Eaton,57308,EATON 3S POWERBOARD UPS 550VA / 330W,with In Stock,EATON 3S POWERBOARD UPS 550VA / 330W,163.1900,http://www.citywidetech.co.nz/p.aspx?63227,
Computer Systems,Computer Peripherals,Keyboard,Asus,74707,ASUS CERBERUS MECH RGB MECHANICAL GAMING KEYBOARD - BLUE SWITCH,with In Stock,ASUS CERBERUS MECH RGB MECHANICAL GAMING KEYBOARD - BLUE SWITCH,177.1000,http://www.citywidetech.co.nz/p.aspx?63228,
Computer Systems,Computer Peripherals,Keyboard,Asus,74708,ASUS CERBERUS MECH RGB MECHANICAL GAMING KEYBOARD - RED SWITCH,with In Stock,ASUS CERBERUS MECH RGB MECHANICAL GAMING KEYBOARD - RED SWITCH,177.1000,http://www.citywidetech.co.nz/p.aspx?63229,
Computer Systems,Computer Peripherals,Mouse,Corsair,70723,CORSAIR KATAR GAMING MOUSE 8000 DPI AMBIDEXTROUS RED LED BACKLIT,with In Stock,CORSAIR KATAR GAMING MOUSE 8000 DPI AMBIDEXTROUS RED LED BACKLIT,63.2500,http://www.citywidetech.co.nz/p.aspx?63230,
Computer Systems,Computer Components,Cooling,Corsair,72528,CORSAIR SP120 RGB LED 3-PACK STATIC PRESSURE FAN WITH CONTROLLER (3 FAN + 1 CONTROLLER),with In Stock,CORSAIR SP120 RGB LED 3-PACK STATIC PRESSURE FAN WITH CONTROLLER (3 FAN + 1 CONTROLLER),113.7200,http://www.citywidetech.co.nz/p.aspx?63231,
Network,,Networking - Switch,Dlink,59663,D-LINK 24-PORT GIGABIT MANAGED SWITCH,with In Stock,D-LINK 24-PORT GIGABIT MANAGED SWITCH,240.1000,http://www.citywidetech.co.nz/p.aspx?63232,
Network,,Networking - Modem,Dlink,70572,D-LINK DUAL BAND WIRELESS AC750 VDSL2+/ADSL2+ MODEM ROUTER AND DMG-112A WIFI EXTENDER KIT (HARD BUNDLE),with In Stock,D-LINK DUAL BAND WIRELESS AC750 VDSL2+/ADSL2+ MODEM ROUTER AND DMG-112A WIFI EXTENDER KIT (HARD BUNDLE),236.1500,http://www.citywidetech.co.nz/p.aspx?63233,
Network,,Networking - Modem,Dlink,71874,Dual Band Wireless AC1200 Gigabit ADSL2+ / VDSL2 Modem Router,with In Stock,Dual Band Wireless AC1200 Gigabit ADSL2+ / VDSL2 Modem Router,216.8200,http://www.citywidetech.co.nz/p.aspx?63234,
Computer Systems,Desktops,Desktop PC - Commercial,Acer,75665,ACER VERITON VX2640G SFF DESKTOP I5-7400 QC3.0GHZ 8GB 256GB SSD DVDRW WIN10 PRO 64-BIT 3 YRS ONSITE WAR,Out of stock,ACER VERITON VX2640G SFF DESKTOP I5-7400 QC3.0GHZ 8GB 256GB SSD DVDRW WIN10 PRO 64-BIT 3 YRS ONSITE WAR,1213.1400,http://www.citywidetech.co.nz/p.aspx?63235,
Computer Systems,Desktops,Desktop PC,Acer,71783,ACER CHROMEBOX CXI2 CELERON 3215U DUAL CORE 1.7GHZ 4GB RAM 16GB SSD USB KEYBOARD MOUSE NO ODD GOOGLE CHROME OS 3 YEARS WARRANTY,with In Stock,ACER CHROMEBOX CXI2 CELERON 3215U DUAL CORE 1.7GHZ 4GB RAM 16GB SSD USB KEYBOARD MOUSE NO ODD GOOGLE CHROME OS 3 YEARS WARRANTY,394.6800,http://www.citywidetech.co.nz/p.aspx?63236,
Storage Media,,USB Flash Drive,Kingston,65608,KINGSTON 16GB DATATRAVELER MICRODUO 3.0 OTG USB DRIVE FOR SMARTPHONES & TABLETS,Out of stock,KINGSTON 16GB DATATRAVELER MICRODUO 3.0 OTG USB DRIVE FOR SMARTPHONES & TABLETS,12.6500,http://www.citywidetech.co.nz/p.aspx?63237,
Storage Media,,USB Flash Drive,Kingston,65609,KINGSTON 32GB DATATRAVELER MICRODUO 3.0 OTG USB DRIVE FOR SMARTPHONES & TABLETS,Out of stock,KINGSTON 32GB DATATRAVELER MICRODUO 3.0 OTG USB DRIVE FOR SMARTPHONES & TABLETS,24.7900,http://www.citywidetech.co.nz/p.aspx?63238,
Storage Media,,USB Flash Drive,Kingston,70007,Kingston DataTraveler 64GB microDuo 3C - Dual interface for USB Type-A and Type-C,Out of stock,Kingston DataTraveler 64GB microDuo 3C - Dual interface for USB Type-A and Type-C,42.3800,http://www.citywidetech.co.nz/p.aspx?63239,
Storage Media,,USB Flash Drive,Kingston,70634,KINGSTON DTIG4/16GBFR 16GB USB 3.0 DataTraveler I G4 Far East Retail,with In Stock,KINGSTON DTIG4/16GBFR 16GB USB 3.0 DataTraveler I G4 Far East Retail,10.1200,http://www.citywidetech.co.nz/p.aspx?63240,
Storage Media,,USB Flash Drive,Kingston,70635,KINGSTON DTIG4/32GBFR 32GB USB 3.0 DataTraveler I G4 Far East Retail,Out of stock,KINGSTON DTIG4/32GBFR 32GB USB 3.0 DataTraveler I G4 Far East Retail,20.4900,http://www.citywidetech.co.nz/p.aspx?63241,
Network,,Networking - Switch,Netgear,52629,NETGEAR GS116 PROSAFE 16-PORT GIGABIT SWITCH,with In Stock,NETGEAR GS116 PROSAFE 16-PORT GIGABIT SWITCH,139.4800,http://www.citywidetech.co.nz/p.aspx?63242,
Network,,Networking - Switch,Netgear,63702,NETGEAR GS116E PROSAFE PLUS 16-PORT GIGABIT SWITCH,with In Stock,NETGEAR GS116E PROSAFE PLUS 16-PORT GIGABIT SWITCH,164.3400,http://www.citywidetech.co.nz/p.aspx?63243,
Network,,Networking - Switch,Netgear,62760,NETGEAR GS205 5-PORT GIGABIT SWITCH,with In Stock,NETGEAR GS205 5-PORT GIGABIT SWITCH,29.1100,http://www.citywidetech.co.nz/p.aspx?63244,
Network,,Networking - Switch,Netgear,59304,NETGEAR GS510TP PROSAFE 8-PORT GIGABIT POE SMART SWITH WITH 2 GIGABIT SFP PORTS,Out of stock,NETGEAR GS510TP PROSAFE 8-PORT GIGABIT POE SMART SWITH WITH 2 GIGABIT SFP PORTS,376.0800,http://www.citywidetech.co.nz/p.aspx?63245,
Audio/Video Devices,,Mobile Accessory,Laser,65498,LASER  MFI LIGHTNING AND MICRO USB - GREEN,with In Stock,LASER  MFI LIGHTNING AND MICRO USB - GREEN,10.7500,http://www.citywidetech.co.nz/p.aspx?63246,
Audio/Video Devices,,Mobile Accessory,Laser,65499,LASER  MFI LIGHTNING AND MICRO USB - PINK,with In Stock,LASER  MFI LIGHTNING AND MICRO USB - PINK,7.4600,http://www.citywidetech.co.nz/p.aspx?63247,
Network,,Networking - Switch,Netgear,52625,NETGEAR JGS516 PROSAFE 16-PORT GIGABIT ETHERNET SWITCH,with In Stock,NETGEAR JGS516 PROSAFE 16-PORT GIGABIT ETHERNET SWITCH,155.1400,http://www.citywidetech.co.nz/p.aspx?63248,
Network,,Networking - Switch,Netgear,63706,NETGEAR JGS516PE PROSAFE PLUS 16-PORT GIGABIT RACKMOUNT SWITCH WITH POE,Out of stock,NETGEAR JGS516PE PROSAFE PLUS 16-PORT GIGABIT RACKMOUNT SWITCH WITH POE,258.5500,http://www.citywidetech.co.nz/p.aspx?63249,
Network,,Networking - Switch,Netgear,52622,NETGEAR JGS524 PROSAFE 24-PORT GIGABIT ETHERNET SWITCH,with In Stock,NETGEAR JGS524 PROSAFE 24-PORT GIGABIT ETHERNET SWITCH,195.8900,http://www.citywidetech.co.nz/p.aspx?63250,
Network,,Networking - Switch,Netgear,63707,NETGEAR JGS524E PROSAFE PLUS 24-PORT GIGABIT SWITCH,with In Stock,NETGEAR JGS524E PROSAFE PLUS 24-PORT GIGABIT SWITCH,232.1500,http://www.citywidetech.co.nz/p.aspx?63251,
Video Gaming,Video Game Systems,TV Game Accessory,Microsoft,57458,XBOX 360 CONTROLLER WIRELESS FOR WINDOWS - BLACK,with In Stock,XBOX 360 CONTROLLER WIRELESS FOR WINDOWS - BLACK,72.7100,http://www.citywidetech.co.nz/p.aspx?63252,
Computer Systems,Portable Computers,Notebook,Asus,74874,ASUS VIVOBOOK K510UQ-BQ559R 15.6"FHD SLIM i7-7500U CPU 8GB MEMORY 1TB HDD 256GB SSD GTX940MX GRAPHIC WIN10 PRO 1 YEAR WARRANTY - GREY,with In Stock,ASUS VIVOBOOK K510UQ-BQ559R 15.6"FHD SLIM i7-7500U CPU 8GB MEMORY 1TB HDD 256GB SSD GTX940MX GRAPHIC WIN10 PRO 1 YEAR WARRANTY - GREY,1896.2400,http://www.citywidetech.co.nz/p.aspx?63253,
Video Gaming,Video Game Systems,TV Game Software,Microsoft,67409,XBOX ONE RARE COLLECTION,with In Stock,XBOX ONE RARE COLLECTION,24.7200,http://www.citywidetech.co.nz/p.aspx?63254,
Computer Systems,Computer Components,Motherboards,Asus,73332,ASUS PRIME X370-PRO AMD X370 AM4 SOCKET ATX 4XDDR4-2666 PCI-E3.0 SATA3 M.2 RAID HDMI DISPLAY PORTS,with In Stock,ASUS PRIME X370-PRO AMD X370 AM4 SOCKET ATX 4XDDR4-2666 PCI-E3.0 SATA3 M.2 RAID HDMI DISPLAY PORTS,277.0400,http://www.citywidetech.co.nz/p.aspx?63255,
Computer Systems,Computer Components,Motherboards,Asus,75267,ASUS PRIME X399-A AMD THREADRIPPER X399 SOCKET E-ATX 8XDDR4-3200 PCI-E3.0 SATA3 M.2 RAID 3-WAY SLI / CROSSFIREX,with In Stock,ASUS PRIME X399-A AMD THREADRIPPER X399 SOCKET E-ATX 8XDDR4-3200 PCI-E3.0 SATA3 M.2 RAID 3-WAY SLI / CROSSFIREX,656.5400,http://www.citywidetech.co.nz/p.aspx?63256,
Computer Systems,Computer Peripherals,Mouse,BenQ,71780,ZOWIE MOUSE Pad - Soft,with In Stock,ZOWIE MOUSE Pad - Soft,36.6900,http://www.citywidetech.co.nz/p.aspx?63257,
Computer Systems,Computer Components,Power Supplies,Lenovo,62851,LENOVO THINKPAD 65W SLIM AC ADAPTER (SLIM TIP),with In Stock,LENOVO THINKPAD 65W SLIM AC ADAPTER (SLIM TIP),85.3700,http://www.citywidetech.co.nz/p.aspx?63258,
Computer Systems,Computer Components,NAS,Netgear,71225,NETGEAR READYNAS RN21400 MEDIA HUB - 4 BAY CONSUMER DESKTOP NAS DISKLESS,with In Stock,NETGEAR READYNAS RN21400 MEDIA HUB - 4 BAY CONSUMER DESKTOP NAS DISKLESS,682.1400,http://www.citywidetech.co.nz/p.aspx?63259,
Computer Systems,Computer Components,NAS,Netgear,73834,NETGEAR RN42200 READYNAS 422- 2 BAY NETWORK ATTACHED STORAGE,with In Stock,NETGEAR RN42200 READYNAS 422- 2 BAY NETWORK ATTACHED STORAGE,740.3300,http://www.citywidetech.co.nz/p.aspx?63260,
Computer Systems,Computer Components,NAS,Netgear,73835,NETGEAR RN42400 READYNAS 424- 4 BAY NETWORK ATTACHED STORAGE,Out of stock,NETGEAR RN42400 READYNAS 424- 4 BAY NETWORK ATTACHED STORAGE,1156.7500,http://www.citywidetech.co.nz/p.aspx?63261,
Computer Systems,Computer Components,NAS,Netgear,74676,NETGEAR RN424D4 READYNAS 4 BAY NETWORK ATTACHED STORAGE 4X4TB DESKTOP HDD,with In Stock,NETGEAR RN424D4 READYNAS 4 BAY NETWORK ATTACHED STORAGE 4X4TB DESKTOP HDD,2926.5900,http://www.citywidetech.co.nz/p.aspx?63262,
Computer Systems,Computer Components,Power Supplies,Aerocool,75343,KCAS-650G,with In Stock,KCAS-650G,120.1800,http://www.citywidetech.co.nz/p.aspx?63263,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,71397,KINGSTON 4GB 1333MHz SODIMM Single Rank,Out of stock,KINGSTON 4GB 1333MHz SODIMM Single Rank,67.5900,http://www.citywidetech.co.nz/p.aspx?63264,
Computer Systems,Computer Components,Memory - DIMM,Kingston,71749,KINGSTON 4GB DDR4 2133MHz Module,Out of stock,KINGSTON 4GB DDR4 2133MHz Module,83.6200,http://www.citywidetech.co.nz/p.aspx?63265,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,71501,KINGSTON 16GB DDR4 2133MHz SODIMM,Out of stock,KINGSTON 16GB DDR4 2133MHz SODIMM,311.5100,http://www.citywidetech.co.nz/p.aspx?63266,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,75403,Kingston 8GB DDR4 2400MHz SODIMM,with In Stock,Kingston 8GB DDR4 2400MHz SODIMM,146.1500,http://www.citywidetech.co.nz/p.aspx?63267,
Computer Systems,Computer Components,Memory - DIMM,Kingston,74402,Kingston 32GB DDR4-2133MHz Reg ECC Module,Out of stock,Kingston 32GB DDR4-2133MHz Reg ECC Module,694.4100,http://www.citywidetech.co.nz/p.aspx?63268,
Computer Systems,Computer Components,Memory - DIMM,Kingston,74294,KINGSTON  8GB HP DDR4-2133MHZ ECC UNBUFFERED RAM MEMORY DIMM,with In Stock,KINGSTON  8GB HP DDR4-2133MHZ ECC UNBUFFERED RAM MEMORY DIMM,195.7500,http://www.citywidetech.co.nz/p.aspx?63269,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,59073,KINGSTON 8GB 1333MHZ DDR3 NON-ECC CL9 SODIMM,Out of stock,KINGSTON 8GB 1333MHZ DDR3 NON-ECC CL9 SODIMM,120.8200,http://www.citywidetech.co.nz/p.aspx?63270,
Computer Systems,Computer Components,Memory - DIMM,Kingston,60753,KINGSTON 4GB 1333MHZ DDR3 NON-ECC CL9 DIMM SINGLE RANK,with In Stock,KINGSTON 4GB 1333MHZ DDR3 NON-ECC CL9 DIMM SINGLE RANK,63.4700,http://www.citywidetech.co.nz/p.aspx?63271,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,64259,KINGSTON 2GB 1333MHZ DDR3 NON-ECC CL9 SODIMM SINGLE RANK X16,with In Stock,KINGSTON 2GB 1333MHZ DDR3 NON-ECC CL9 SODIMM SINGLE RANK X16,36.5800,http://www.citywidetech.co.nz/p.aspx?63272,
Computer Systems,Computer Components,Memory - DIMM,Kingston,63958,KINGSTON 8GB 1600MHZ DDR3 NON-ECC CL11 DIMM 1.35V,with In Stock,KINGSTON 8GB 1600MHZ DDR3 NON-ECC CL11 DIMM 1.35V,120.8200,http://www.citywidetech.co.nz/p.aspx?63273,
Computer Systems,Computer Components,Memory - DIMM,Kingston,63955,KINGSTON 8GB 1600MHZ DDR3 ECC REG CL11 DIMM SINGLE RANK X4 1.35V VLP,with In Stock,KINGSTON 8GB 1600MHZ DDR3 ECC REG CL11 DIMM SINGLE RANK X4 1.35V VLP,166.3000,http://www.citywidetech.co.nz/p.aspx?63274,
Computer Systems,Computer Components,Memory - SODIMM,Kingston,72192,KINGSTON 16GB 2133MHz DDR4 Non-ECC CL15 SODIMM 2Rx8,with In Stock,KINGSTON 16GB 2133MHz DDR4 Non-ECC CL15 SODIMM 2Rx8,285.1400,http://www.citywidetech.co.nz/p.aspx?63275,
Computer Systems,Computer Components,SSD,Samsung,70123,SAMSUNG 850 EVO 250GB 3D V-NAND SATA III 6GB/S R/W(MAX) 540MB/S/520MB/S 97K/88K IOPS 2.5". 7MM 5 YEARS WARRANTY,with In Stock,SAMSUNG 850 EVO 250GB 3D V-NAND SATA III 6GB/S R/W(MAX) 540MB/S/520MB/S 97K/88K IOPS 2.5". 7MM 5 YEARS WARRANTY,175.8400,http://www.citywidetech.co.nz/p.aspx?63276,
Computer Systems,Computer Components,SSD,Samsung,70124,SAMSUNG 850 EVO  500GB 3D V-NAND SATA III 6GB/S R/W(MAX) 540MB/S/520MB/S 98K/90K IOPS 2.5". 7MM 5 YEARS WARRANTY,with In Stock,SAMSUNG 850 EVO  500GB 3D V-NAND SATA III 6GB/S R/W(MAX) 540MB/S/520MB/S 98K/90K IOPS 2.5". 7MM 5 YEARS WARRANTY,302.3400,http://www.citywidetech.co.nz/p.aspx?63277,
Computer Systems,Computer Components,SSD,Samsung,70186,SAMSUNG 850 PRO 256GB 3D V-NAND SATA III 6GB/S R/W(MAX) 540MB/S/520MB/S 100K/90K IOPS 2.5" 7MM 10 YEARS WARRANTY,with In Stock,SAMSUNG 850 PRO 256GB 3D V-NAND SATA III 6GB/S R/W(MAX) 540MB/S/520MB/S 100K/90K IOPS 2.5" 7MM 10 YEARS WARRANTY,242.8800,http://www.citywidetech.co.nz/p.aspx?63278,
Computer Systems,Portable Computers,Tablet,Kobo,72322,KOBO Aura Edition 2 - 6" EPD w/ Carta display(1024x758) & Front Light 212 PPI,Out of stock,KOBO Aura Edition 2 - 6" EPD w/ Carta display(1024x758) & Front Light 212 PPI,221.3800,http://www.citywidetech.co.nz/p.aspx?63279,
Computer Systems,Portable Computers,Tablet,Kobo,74712,KOBO AURA H2O (2nd Edition) BLACK,Out of stock,KOBO AURA H2O (2nd Edition) BLACK,289.6900,http://www.citywidetech.co.nz/p.aspx?63280,
Computer Systems,Computer Peripherals,Keyboard,Microsoft,64687,MICROSOFT - ALL IN ONE MEDIA KEYBOARD,Out of stock,MICROSOFT - ALL IN ONE MEDIA KEYBOARD,47.6700,http://www.citywidetech.co.nz/p.aspx?63281,
Computer Systems,Computer Components,Server Accessory,DELTA,73721,DELTA POWER DISTRIBUTION UNIT (PDU) - METERED 0U1-PHASE INPUT - 230/240V IEC309-32A-3W 1-PHASE OUTPUT - 200/240V C13(24) C19(4),with In Stock,DELTA POWER DISTRIBUTION UNIT (PDU) - METERED 0U1-PHASE INPUT - 230/240V IEC309-32A-3W 1-PHASE OUTPUT - 200/240V C13(24) C19(4),550.6200,http://www.citywidetech.co.nz/p.aspx?63282,
Computer Systems,Computer Components,Server Accessory,DELTA,73718,DELTA POWER DISTRIBUTION UNIT (PDU) - BASIC 1U 1-PHASE INPUT - 220/230/240V IEC309-16A-3W 1-PHASE OUTPUT - 200/240V C13(12),with In Stock,DELTA POWER DISTRIBUTION UNIT (PDU) - BASIC 1U 1-PHASE INPUT - 220/230/240V IEC309-16A-3W 1-PHASE OUTPUT - 200/240V C13(12),150.8800,http://www.citywidetech.co.nz/p.aspx?63283,
Video Gaming,Video Game Systems,Hand-held Game,PAROT,70573,PARROT BEBOP DRONE - RED,with In Stock,PARROT BEBOP DRONE - RED,901.1900,http://www.citywidetech.co.nz/p.aspx?63284,
Computer Systems,Computer Components,Power Supplies,Lenovo,64444,TP USB CHARGING ADAPTER  - Female rectangle port to support all ThinkPad power adapters (slim tip),with In Stock,TP USB CHARGING ADAPTER  - Female rectangle port to support all ThinkPad power adapters (slim tip),53.9500,http://www.citywidetech.co.nz/p.aspx?63285,
Computer Systems,Computer Components,Power Supplies,Lenovo,58055,LENOVO (57Y6390) 90W AC ADAPTOR 90A-AU,with In Stock,LENOVO (57Y6390) 90W AC ADAPTOR 90A-AU,88.7400,http://www.citywidetech.co.nz/p.aspx?63286,
Computer Systems,Portable Computers,Notebook,Acer,75493,ACER PREDATOR TRITON 700 PT715-51-7100 15.6 FHD IPS CORE I7- 7700HQ 32GB RAM 2X256GB SSD NO ODD GTX1080 8GB 802.11AC WIN10 HOME,Out of stock,ACER PREDATOR TRITON 700 PT715-51-7100 15.6 FHD IPS CORE I7- 7700HQ 32GB RAM 2X256GB SSD NO ODD GTX1080 8GB 802.11AC WIN10 HOME,5564.7400,http://www.citywidetech.co.nz/p.aspx?63287,
Computer Systems,Computer Peripherals,Mouse,Lenovo,58018,LENOVO (06P4069) USB OPTICAL WHEEL MOUSE,Out of stock,LENOVO (06P4069) USB OPTICAL WHEEL MOUSE,14.6000,http://www.citywidetech.co.nz/p.aspx?63288,
Computer Systems,Computer Components,Cases,Aerocool,70983,AEROCOOL QS-180 MICRO-ATX CHASSIS - BLACK WITH  SUPPORTS INTERNAL 2X3.5"HDD OR 3X2.5"HDD/SSD1 X USB3.0 / 2X USB2.0/ HD AUDIO1 X 80MM REAR (NO PSU),with In Stock,AEROCOOL QS-180 MICRO-ATX CHASSIS - BLACK WITH  SUPPORTS INTERNAL 2X3.5"HDD OR 3X2.5"HDD/SSD1 X USB3.0 / 2X USB2.0/ HD AUDIO1 X 80MM REAR (NO PSU),44.2800,http://www.citywidetech.co.nz/p.aspx?63289,
Computer Systems,Computer Components,Cases,Aerocool,70982,AEROCOOL QS-182 MICRO-ATX CHASSIS - BLACK WITH  SUPPORTS INTERNAL 2X3.5"HDD OR 3X2.5"HDD/SSD1 X USB3.0 / 2X USB2.0/ HD AUDIO1 X 80MM REAR(NO PSU),with In Stock,AEROCOOL QS-182 MICRO-ATX CHASSIS - BLACK WITH  SUPPORTS INTERNAL 2X3.5"HDD OR 3X2.5"HDD/SSD1 X USB3.0 / 2X USB2.0/ HD AUDIO1 X 80MM REAR(NO PSU),46.8100,http://www.citywidetech.co.nz/p.aspx?63290,
Network,,Networking - Router,Netgear,75300,NETGEAR R6020 AC750 DUAL BAND WIFI ROUTER,Out of stock,NETGEAR R6020 AC750 DUAL BAND WIFI ROUTER,98.3800,http://www.citywidetech.co.nz/p.aspx?63291,
Network,,Networking - Router,Netgear,75299,NETGEAR R6400 AC1750 DUAL BAND WIFI GIGABIT ROUTER,Out of stock,NETGEAR R6400 AC1750 DUAL BAND WIFI GIGABIT ROUTER,256.6400,http://www.citywidetech.co.nz/p.aspx?63292,
Network,,Networking - Router,Netgear,64944,NETGEAR R8000 NIGHTHAWK WIRELESS ROUTER 802.11AC 3200 MBPS DUAL BAND GIGABIT,with In Stock,NETGEAR R8000 NIGHTHAWK WIRELESS ROUTER 802.11AC 3200 MBPS DUAL BAND GIGABIT,511.2200,http://www.citywidetech.co.nz/p.aspx?63293,
Computer Systems,Computer Components,Power Supplies,FSP,65951,FSP RAIDER 750W 80+ SILVER EFFICIENCY  88% ACTIVE PFC POWER FACTOR =99%MEPS READY 5 YEARS WARRANY,with In Stock,FSP RAIDER 750W 80+ SILVER EFFICIENCY  88% ACTIVE PFC POWER FACTOR =99%MEPS READY 5 YEARS WARRANY,150.5400,http://www.citywidetech.co.nz/p.aspx?63294,
Network,,Networking - Router,Netgear,72798,NETGEAR RBK50 ORBI HIGH-PERFORMANCE AC3000 TRI-BAND WIFI SYSTEM,Out of stock,NETGEAR RBK50 ORBI HIGH-PERFORMANCE AC3000 TRI-BAND WIFI SYSTEM,748.5300,http://www.citywidetech.co.nz/p.aspx?63295,
Network,,Networking - Router,Netgear,74190,NETGEAR RBW30 ORBI WHOLE HOME AC2200 WIFI SYSTEM ADD-ON WALL PLUG SATELLITE,with In Stock,NETGEAR RBW30 ORBI WHOLE HOME AC2200 WIFI SYSTEM ADD-ON WALL PLUG SATELLITE,284.4400,http://www.citywidetech.co.nz/p.aspx?63296,
