Category Name,2nd Category,3rd Category,brand,Manufacture pin,Product Name,stock,description,Retail price inc GST, url, Image Url
Networking,Switches / Hubs,Standalone Switches,HPE,JG923A,1920-16G Switch,Out of stock,HP 1920-16G SWITCH (10/100/1000),432.2900,http://www.citywidetech.co.nz/p.aspx?58540,https://www.citywidetech.co.nz/pi/58540.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG924A,1920-24G SWITCH,with In Stock,HP 1920-24G SWITCH (10/100/1000),608.1200,http://www.citywidetech.co.nz/p.aspx?58541,https://www.citywidetech.co.nz/pi/58541.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG925A,1920-24G-POE+ (180W) SWITCH,Out of stock,HP 1920-24G-POE+ (180W) SWITCH (10/100/1000 POE+),1148.0100,http://www.citywidetech.co.nz/p.aspx?58542,https://www.citywidetech.co.nz/pi/58542.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG926A,1920-24G-POE+ (370W) SWITCH,Out of stock,HP 1920-24G-POE+ (370W) SWITCH (10/100/1000 POE+),1431.0600,http://www.citywidetech.co.nz/p.aspx?58543,https://www.citywidetech.co.nz/pi/58543.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG927A,1920-48G Switch,with In Stock,HP 1920-48G SWITCH (10/100/1000),1214.4600,http://www.citywidetech.co.nz/p.aspx?58544,https://www.citywidetech.co.nz/pi/58544.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG912A,HP 1620-8G Switch,Out of stock,HP 1620-8G Switch,137.4800,http://www.citywidetech.co.nz/p.aspx?58545,https://www.citywidetech.co.nz/pi/58545.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG913A,HP 1620-24G Switch,with In Stock,HP 1620-24G Switch,292.0800,http://www.citywidetech.co.nz/p.aspx?58546,https://www.citywidetech.co.nz/pi/58546.png
Networking,Switches / Hubs,Standalone Switches,HPE,JG914A,HP 1620-48G Switch,with In Stock,HP 1620-48G Switch,584.8100,http://www.citywidetech.co.nz/p.aspx?58547,https://www.citywidetech.co.nz/pi/58547.png
Networking,Switches / Hubs,Standalone Switches,HPE,J9979A,1820-8G Switch,Out of stock,HP 1820-8G Switch,145.0400,http://www.citywidetech.co.nz/p.aspx?58548,https://www.citywidetech.co.nz/pi/58548.png
Networking,Switches / Hubs,Standalone Switches,HPE,J9981A,1820-48G Switch,with In Stock,HP 1820-48G Switch,673.5600,http://www.citywidetech.co.nz/p.aspx?58549,https://www.citywidetech.co.nz/pi/58549.png
Networking,Switches / Hubs,Standalone Switches,HPE,J9982A,1820-8G-PoE+ (65W) Switch,with In Stock,HP 1820-8G-PoE+ (65W) Switch,311.9500,http://www.citywidetech.co.nz/p.aspx?58550,https://www.citywidetech.co.nz/pi/58550.png
Networking,Switches / Hubs,Standalone Switches,HPE,J9983A,1820-24G-PoE+ (185W) Switch,with In Stock,HP 1820-24G-PoE+ (185W) Switch,556.3300,http://www.citywidetech.co.nz/p.aspx?58551,https://www.citywidetech.co.nz/pi/58551.png
Networking,Switches / Hubs,Standalone Switches,HPE,J9984A,1820-48G-PoE+ (370W) Switch,Out of stock,HP 1820-48G-PoE+ (370W) Switch,937.1600,http://www.citywidetech.co.nz/p.aspx?58552,https://www.citywidetech.co.nz/pi/58552.png
Networking,Switches / Hubs,Standalone Switches,HPE,JH016A,HP 1420-16G Switch,with In Stock,HP 1420-16G Switch,174.1900,http://www.citywidetech.co.nz/p.aspx?58553,https://www.citywidetech.co.nz/pi/58553.png
Networking,Switches / Hubs,Standalone Switches,HPE,JH017A,HP 1420-24G-2SFP Switch,with In Stock,HP 1420-24G-2SFP Switch,272.2000,http://www.citywidetech.co.nz/p.aspx?58554,https://www.citywidetech.co.nz/pi/58554.png
Networking,Switches / Hubs,Standalone Switches,HPE,96490304,2530-24G-PoE+ switch + 2x M330 AP,Out of stock,HP 2530-24G-PoE+ switch with 2 x M330AP bonus,2764.7300,http://www.citywidetech.co.nz/p.aspx?58555,https://www.citywidetech.co.nz/pi/58555.jpg
Networking,Switches / Hubs,Standalone Switches,HPE,96490310,1920-24G Switch + 1405-5G Switch,Out of stock,HP 1920-24G Switch,697.7200,http://www.citywidetech.co.nz/p.aspx?58556,https://www.citywidetech.co.nz/pi/58556.png
Networking,Switches / Hubs,Switch / Hub Components,HPE,JD097C,HP X240 10G SFP+ SFP+ 3m DAC Cable,Out of stock,HP X240 10G SFP+ SFP+ 3m DAC Cable,258.0300,http://www.citywidetech.co.nz/p.aspx?58557,https://www.citywidetech.co.nz/pi/58557.png
Networking,Switches / Hubs,Switch / Hub Components,HPE,J9733A,HP 2920 2-Port Stacking module,Out of stock,HP 2920 2-Port Stacking Module,588.5200,http://www.citywidetech.co.nz/p.aspx?58558,https://www.citywidetech.co.nz/pi/58558.png
Networking,Switches / Hubs,Switch / Hub Components,HPE,J9734A,HP 2920 0.5M STACKING CABLE,Out of stock,HP 2920 0.5M STACKING CABLE NS,130.9400,http://www.citywidetech.co.nz/p.aspx?58559,https://www.citywidetech.co.nz/pi/58559.png
Networking,Transceivers / Converters,Transceivers,HPE,J4858C,HP X121 1G SFP LC SX TRANSCEIVER,with In Stock,HP X121 1G SFP LC SX TRANSCEIVER,278.7300,http://www.citywidetech.co.nz/p.aspx?58560,https://www.citywidetech.co.nz/pi/58560.png
Networking,Transceivers / Converters,Transceivers,HPE,J4859C,X121 1G SFP LC LX TRANSCEIVER,with In Stock,HP X121 1G SFP LC LX TRANSCEIVER,597.4100,http://www.citywidetech.co.nz/p.aspx?58561,https://www.citywidetech.co.nz/pi/58561.png
Networking,Transceivers / Converters,Transceivers,HPE,JD119B,X120 1G SFP LC LX Transceiver,with In Stock,HP X120 1G SFP LC LX Transceiver,876.8900,http://www.citywidetech.co.nz/p.aspx?58562,https://www.citywidetech.co.nz/pi/58562.png
Networking,Transceivers / Converters,Transceivers,HPE,JD099B,X120 1G SFP LC BX 10-D TRANSCEIVER,Out of stock,X120 1G SFP LC BX 10-D Transceiver,1219.3000,http://www.citywidetech.co.nz/p.aspx?58563,https://www.citywidetech.co.nz/pi/58563.jpg
Networking,Transceivers / Converters,Transceivers,HPE,JD098B,X120 1G SFP LC BX 10-U TRANSCEIVER,Out of stock,X120 1G SFP LC BX 10-U Transceiver,1219.3000,http://www.citywidetech.co.nz/p.aspx?58564,https://www.citywidetech.co.nz/pi/58564.jpg
Networking,Transceivers / Converters,Transceivers,HPE,JG081C,HP X240 10G SFP+ SFP+ 5m DAC Cable,with In Stock,HP X240 10G SFP+ SFP+ 5m DAC Cable,222.5400,http://www.citywidetech.co.nz/p.aspx?58565,https://www.citywidetech.co.nz/pi/58565.png
Software,Storage Software,Storage Management Software,HPE,BC393A,SAS License Key Nm 1-Srv 1 yr 24x7 Supp.,Out of stock,SAS License Key Nm 1-Srv 1 yr 24x7 Supp.,189.1300,http://www.citywidetech.co.nz/p.aspx?58574,https://www.citywidetech.co.nz/pi/58574.jpg
Software,Operating System Software,Windows Operating System Software,HPE,701591-371,MS WS12 Fndn ROK en/ja/ko SW,Out of stock,HP MICROSOFT WINDOWS SERVER 2012 FOUNDATION ROK,461.7300,http://www.citywidetech.co.nz/p.aspx?58575,https://www.citywidetech.co.nz/pi/58575.jpg
Software,Operating System Software,Windows Operating System Software,HPE,701605-371,MS WS12 RDS CAL 5USR en/ko Lic,with In Stock,HP MICROSOFT WINDOWS SERVER 2012 REMOTE DESKTOP SERVICES 5 USER CAL,970.1300,http://www.citywidetech.co.nz/p.aspx?58576,https://www.citywidetech.co.nz/pi/58576.jpg
Software,Operating System Software,Windows Operating System Software,HPE,701606-371,MS WS12 CAL 5USR en/ko Lic,Out of stock,HP MICROSOFT WINDOWS SERVER 2012 5 USER CAL,312.7700,http://www.citywidetech.co.nz/p.aspx?58577,https://www.citywidetech.co.nz/pi/58577.jpg
Software,Operating System Software,Windows Operating System Software,HPE,701607-371,MS WS12 CAL 5DEV en/ko Lic,Out of stock,HP MICROSOFT WINDOWS SERVER 2012 5 DEVICE CAL,241.4500,http://www.citywidetech.co.nz/p.aspx?58578,https://www.citywidetech.co.nz/pi/58578.jpg
Software,Operating System Software,Windows Operating System Software,HPE,701608-371,MS WS12 CAL 1USR en/ko Lic,Out of stock,HP Microsoft Windows Server 2012 1 User CAL English/Korean Lic,73.3700,http://www.citywidetech.co.nz/p.aspx?58579,https://www.citywidetech.co.nz/pi/58579.jpg
Software,Operating System Software,Windows Operating System Software,HPE,701587-371,MS WS12 Ess ROK en/ja/ko SW,Out of stock,HP MICROSOFT WINDOWS SERVER 2012 ESSENTIALS ROK,737.5000,http://www.citywidetech.co.nz/p.aspx?58580,https://www.citywidetech.co.nz/pi/58580.jpg
Software,Operating System Software,Windows Operating System Software,HPE,748919-B21,MS WS12 R2 Ess ROK E F I G S SW,Out of stock,MS WS12 R2 Ess ROK E F I G S SW,737.5000,http://www.citywidetech.co.nz/p.aspx?58581,https://www.citywidetech.co.nz/pi/58581.jpg
Software,Operating System Software,Windows Operating System Software,HPE,748921-371,MS WS12 R2 Std ROK en/ko SW,with In Stock,HP MICROSOFT WINDOWS SERVER 2012 R2 STANDARD ROK SW,1037.5500,http://www.citywidetech.co.nz/p.aspx?58582,https://www.citywidetech.co.nz/pi/58582.jpg
Software,Operating System Software,Windows Operating System Software,HPE,759561-B21,MS WS12 CAL 10USR en/fr/it/de/es/ja Lic,Out of stock,MS WS12 CAL 10USR en/fr/it/de/es/ja Lic,657.8000,http://www.citywidetech.co.nz/p.aspx?58583,https://www.citywidetech.co.nz/pi/58583.jpg
Software,Developer Software,Developer Suites,HPE,F9D48B,CS FOUND 10-OSI 1Y S FLEX LTU,with In Stock,HELION CLOUDSYSTEM FOUNDATION 10-OSI 1YR SUPPORT FLEXIBLE LTU,2114.6900,http://www.citywidetech.co.nz/p.aspx?58584,https://www.citywidetech.co.nz/pi/58584.jpg
Software,IT Management Software,Network Management/Monitoring Software,HPE,JG937A,HP 5130-48G-POE+-4SFP+ EI SWCH,Out of stock,HP 5130-48G-POE+-4SFP+ EI SWCH,6326.4700,http://www.citywidetech.co.nz/p.aspx?58585,https://www.citywidetech.co.nz/pi/58585.png
Software,Virtualization Software,Hypervisor Mgmt SW  Srvr Virtualization,HPE,BD706A,VMw vSphere Ess 1yr SW,Out of stock,HP VMw vSphere Ess 1yr SW,919.0700,http://www.citywidetech.co.nz/p.aspx?58586,https://www.citywidetech.co.nz/pi/58586.png
Components,Computer Cases / Accessories,Computer Case Accessories,HPE,734807-B21,1U SFF Easy Install Rail Kit,Out of stock,HP 1U SFF EASY INSTALL RAIL KIT,99.0700,http://www.citywidetech.co.nz/p.aspx?58587,https://www.citywidetech.co.nz/pi/58587.png
Components,Power Supplies,Case Specific Power Supplies,HPE,675843-B21,4U RPS Enablement Kit,Out of stock,HP 4U RPS Enablement Kit,313.8600,http://www.citywidetech.co.nz/p.aspx?58588,https://www.citywidetech.co.nz/pi/58588.jpg
Components,Power Supplies,Case Specific Power Supplies,HPE,784580-B21,ML110 GEN9 PCI FAN AND BAFFLE KIT,with In Stock,HP ML110 GEN9 PCI FAN AND BAFFLE KIT,58.4100,http://www.citywidetech.co.nz/p.aspx?58589,https://www.citywidetech.co.nz/pi/58589.jpg
Components,Power Supplies,System Specific Power Supplies,HPE,503296-B21,460W CS GOLD HT PLG PWR SUPPLY KIT,with In Stock,HP 460W CS GOLD HOT PLUG POWER SUPPLY KIT,525.9700,http://www.citywidetech.co.nz/p.aspx?58590,https://www.citywidetech.co.nz/pi/58590.jpg
Components,Power Supplies,System Specific Power Supplies,HPE,512327-B21,750W CS HE POWER SUPPLY KIT,with In Stock,HP 750W CS GOLD HOT PLUG POWER SUPPLY KIT,373.0900,http://www.citywidetech.co.nz/p.aspx?58591,https://www.citywidetech.co.nz/pi/58591.png
Components,Power Supplies,System Specific Power Supplies,HPE,720478-B21,HP 500W FS PLAT HT PLG PWR SUPPLY KIT,Out of stock,HP 500W FS PLAT HOT PLUG POWER SUPPLY KIT,235.9900,http://www.citywidetech.co.nz/p.aspx?58592,https://www.citywidetech.co.nz/pi/58592.png
Components,Power Supplies,System Specific Power Supplies,HPE,725878-B21,HP ML350 Gen9 Redundant Fan Kit,Out of stock,HP ML350 G9 REDUNDANT FAN KIT,131.8400,http://www.citywidetech.co.nz/p.aspx?58593,https://www.citywidetech.co.nz/pi/58593.png
Components,Memory,Proprietary Memory,HPE,647897-B21,8GB 2Rx4 PC3L-10600R-9 Kit,Out of stock,HP 8GB (1x8GB) DUAL RANK x4 PC3L-10600 (DDR3-1333) REG CAS-9 LV MEM KIT,562.9800,http://www.citywidetech.co.nz/p.aspx?58594,https://www.citywidetech.co.nz/pi/58594.png
Components,Memory,Proprietary Memory,HPE,672631-B21,16GB 2RX4 PC3-12800R-11 KIT,Out of stock,HP 16GB (1X16GB) DUAL RANK X4 PC3-12800R(DDR3-1600) REG CAS-11 MEM KIT,819.2500,http://www.citywidetech.co.nz/p.aspx?58595,https://www.citywidetech.co.nz/pi/58595.png
Components,Memory,Proprietary Memory,HPE,669322-B21,4GB 2RX8 PC3-12800E-11 KIT,Out of stock,HP 4GB (1X4GB) DUAL RANK X8 PC3-12800E(DDR3-1600) UNBUFF CAS-11 MEM KIT,160.1600,http://www.citywidetech.co.nz/p.aspx?58596,https://www.citywidetech.co.nz/pi/58596.jpg
Components,Memory,Proprietary Memory,HPE,669324-B21,8GB 2RX8 PC3-12800E-11 KIT,Out of stock,HP 8GB (1X8GB) DUAL RANK X8 PC3-12800E(DDR3-1600) UNBUFF CAS-11 MEM KIT,281.8300,http://www.citywidetech.co.nz/p.aspx?58597,https://www.citywidetech.co.nz/pi/58597.jpg
Components,Memory,Proprietary Memory,HPE,708641-B21,16GB 2Rx4 PC3-14900R-13 Kit,with In Stock,HP 16GB (1x16GB) DUAL RANK x4 PC3-14900R(DDR3-1866) REG CAS-13 MEM KIT,726.0800,http://www.citywidetech.co.nz/p.aspx?58598,https://www.citywidetech.co.nz/pi/58598.jpg
Components,Memory,Proprietary Memory,HPE,713977-B21,4GB 2Rx8 PC3L-12800E-11 Kit,Out of stock,HP 4GB (1x4GB) DUAL RANK x8 PC3L-12800E(DDR3-1600) UNBUFF CAS-11 LV MEM KIT,191.0200,http://www.citywidetech.co.nz/p.aspx?58599,https://www.citywidetech.co.nz/pi/58599.jpg
Components,Memory,Proprietary Memory,HPE,713979-B21,8GB 2Rx8 PC3L-12800E-11 Kit,Out of stock,HP 8GB (1x8GB) DUAL RANK x8 PC3L-12800E(DDR3-1600) UNBUFF CAS-11 LV MEM KIT,281.8300,http://www.citywidetech.co.nz/p.aspx?58600,https://www.citywidetech.co.nz/pi/58600.jpg
Components,Memory,Proprietary Memory,HPE,713985-B21,16GB 2Rx4 PC3L-12800R-11 Kit,Out of stock,HP 16GB (1x16GB) DUAL RANK x4 PC3L-12800R(DDR3-1600) REG CAS-11 LV MEM KIT,820.4800,http://www.citywidetech.co.nz/p.aspx?58601,https://www.citywidetech.co.nz/pi/58601.png
Components,Memory,Proprietary Memory,HPE,726718-B21,HP 8GB 1RX4 PC4-2133P-R KIT,with In Stock,HP 8GB (1X8GB) SINGLE RANK X4 DDR4-2133 CAS(15-15-15) REG MEM KIT,293.0200,http://www.citywidetech.co.nz/p.aspx?58602,https://www.citywidetech.co.nz/pi/58602.jpg
Components,Memory,Proprietary Memory,HPE,726719-B21,HP 16GB 2RX4 PC4-2133P-R KIT,with In Stock,HP 16GB (1X16GB) DUAL RANK X4 DDR4-2133 CAS(15-15-15) REG MEM KIT,469.0600,http://www.citywidetech.co.nz/p.aspx?58603,https://www.citywidetech.co.nz/pi/58603.jpg
Components,Memory,Proprietary Memory,HPE,726717-B21,4GB 1RX8 PC4-2133P-R KIT,with In Stock,HP 4GB (1X4GB) SINGLE RANK X8 DDR4-2133 CAS(15-15-15) REG MEM KIT,257.4000,http://www.citywidetech.co.nz/p.aspx?58604,https://www.citywidetech.co.nz/pi/58604.jpg
Components,Memory,Proprietary Memory,HPE,759934-B21,8GB 2Rx8 PC4-2133P-R Kit,Out of stock,HP 8GB (1x8GB) DUAL RANK x8 DDR4-2133 CAS(15-15-15) REG MEM KIT,424.1300,http://www.citywidetech.co.nz/p.aspx?58605,https://www.citywidetech.co.nz/pi/58605.jpg
Components,Memory,Proprietary Memory,HPE,96498101,HP ML110 Gen9 LFF Non Hot Plug SATA WS12,Out of stock,HP ML110 Gen9 LFF Non Hot Plug SATA + 12GB + 2x 1TB + WS12 R2 Std,3894.9400,http://www.citywidetech.co.nz/p.aspx?58606,https://www.citywidetech.co.nz/pi/58606.jpg
Components,Memory,Proprietary Memory,HPE,96498105,HP ML110 Gen9 LFF Hot Plug SAS WS12R2 St,Out of stock,HP ML110 Gen9 LFF Hot Plug SAS + 8GB + 2x 300GB + HBA + WS12 R2 Std,4906.9400,http://www.citywidetech.co.nz/p.aspx?58607,https://www.citywidetech.co.nz/pi/58607.png
Components,Memory,Proprietary Memory,HPE,805669-B21,HPE 8GB 2RX8 PC4-2133P-E-15 STND KIT,Out of stock,HPE 8GB 2RX8 PC4-2133P-E-15 STND KIT,210.2700,http://www.citywidetech.co.nz/p.aspx?58608,https://www.citywidetech.co.nz/pi/58608.jpg
Cables,Network Cables,Proprietary Network Device Cables,HPE,J9283B,X242 SFP+ SFP+ 3M DIRECT ATTACH CABLE,with In Stock,HP X242 SFP+ SFP+ 3m DIRECT ATTACH CABLE,263.6000,http://www.citywidetech.co.nz/p.aspx?58609,https://www.citywidetech.co.nz/pi/58609.png
Cables,Storage Cables,External Storage Cables / Adapters,HPE,AE470A,SAS MIN-MIN 1 X 2M CABLE,Out of stock,HP SAS MIN-MIN 1 X 2M CABLE ASSY KIT,104.4900,http://www.citywidetech.co.nz/p.aspx?58610,https://www.citywidetech.co.nz/pi/58610.png
Cables,Storage Cables,Internal Storage Cables / Adapters,HPE,716189-B21,HP 1.0m Ext MiniSAS HD to MiniSAS Cable,Out of stock,HP 1.0M EXT MINI SAS HD TO MINI SAS CABLE,123.3500,http://www.citywidetech.co.nz/p.aspx?58611,https://www.citywidetech.co.nz/pi/58611.png
Cables,Storage Cables,Internal Storage Cables / Adapters,HPE,716191-B21,HP 2.0M EXT MINISAS HD TO MINISAS CABLE,Out of stock,HP 2.0M EXT MINI SAS HD TO MINI SAS CABLE,108.5400,http://www.citywidetech.co.nz/p.aspx?58612,https://www.citywidetech.co.nz/pi/58612.png
Cables,Storage Cables,Internal Storage Cables / Adapters,HPE,789648-B21,ML110 Gen9 Mini SAS H240 Cable Kit,with In Stock,HP ML110 Gen9 Mini SAS H240 Cable Kit,31.0600,http://www.citywidetech.co.nz/p.aspx?58613,https://www.citywidetech.co.nz/pi/58613.png
Components,Motherboards,Motherboard Components,HPE,719073-B21,HP DL380 Gen9 Secondary 3 Slot Riser Kit,Out of stock,HP DL380 G9 SECONDARY 3 SLOT RISER KIT,98.0200,http://www.citywidetech.co.nz/p.aspx?58614,https://www.citywidetech.co.nz/pi/58614.png
Components,Motherboards,Motherboard Components,HPE,724865-B21,HP DL380 Gen9 Universal Media Bay Kit,with In Stock,HP DL380 G9 UNIVERSAL MEDIA BAY KIT,128.2200,http://www.citywidetech.co.nz/p.aspx?58615,https://www.citywidetech.co.nz/pi/58615.jpg
Components,Motherboards,Motherboard Components,HPE,725569-B21,HP DL180 Gen9 3PCIEX8 Riser Kit,Out of stock,HP DL180 Gen9 3PCIEX8 Riser Kit,133.3100,http://www.citywidetech.co.nz/p.aspx?58616,https://www.citywidetech.co.nz/pi/58616.jpg
Components,Motherboards,Motherboard Components,HPE,726567-B21,HP ML350 Gen9 T/R Conversion Kit,with In Stock,HP ML350 G9 T/R CONVERSION KIT,237.9000,http://www.citywidetech.co.nz/p.aspx?58617,
Components,Motherboards,Motherboard Components,HPE,764646-B21,HP DL360 Gen9 Serial Cable,with In Stock,HP DL360 Gen9 Serial Cable,13.1900,http://www.citywidetech.co.nz/p.aspx?58618,https://www.citywidetech.co.nz/pi/58618.png
Storage,Solid State Drives,SATA Solid State Drives (SSD),HPE,95704436,VDI Blade Expansion,Out of stock,VDI Blade Expansion | Eclipse 92139843 | Config ID : 95704436,22926.8300,http://www.citywidetech.co.nz/p.aspx?58619,https://www.citywidetech.co.nz/pi/58619.png
Storage,Solid State Drives,SATA Solid State Drives (SSD),HPE,764923-B21,120GB 6G SATA VE 2.5in SC EV M1 SSD,Out of stock,HP 120GB 6G SATA VE 2.5in SC EV M1 SSD,615.2200,http://www.citywidetech.co.nz/p.aspx?58620,https://www.citywidetech.co.nz/pi/58620.png
Storage,Solid State Drives,SATA Solid State Drives (SSD),HPE,777894-B21,HP DUAL 120GB RI SOLID STATE M.2 KIT,Out of stock,HP DUAL 120GB RI SOLID STATE M.2 KIT,1301.1900,http://www.citywidetech.co.nz/p.aspx?58621,https://www.citywidetech.co.nz/pi/58621.jpg
Storage,Solid State Drives,SATA Solid State Drives (SSD),HPE,96926008,2X 120GB SATA SSD + 1X 8GB MICROSD,Out of stock,2X HP 120GB 6G SATA VE SFF SC 3YR SSD / 1X 8GB MICROSD,1254.8800,http://www.citywidetech.co.nz/p.aspx?58622,https://www.citywidetech.co.nz/pi/58622.png
Components,BTO Options,BTO Options for Servers,HPE,AF628A,HP KVM USB Adapter,Out of stock,HP KVM USB ADAPTER,92.8400,http://www.citywidetech.co.nz/p.aspx?58623,https://www.citywidetech.co.nz/pi/58623.png
Components,BTO Options,BTO Options for Servers,HPE,J9828A,5400R 700W PoE+ zl2 Power Supply,Out of stock,5400R 700W PoE+ zl2 Power Supply,881.5300,http://www.citywidetech.co.nz/p.aspx?58624,https://www.citywidetech.co.nz/pi/58624.png
Components,BTO Options,BTO Options for Servers,HPE,JL002A,HP 5406R 8XGT POE+ / 8SFP+ V3 ZL2 SWCH,Out of stock,HP 5406R 8XGT POE+ / 8SFP+ V3 ZL2 SWCH,10875.6900,http://www.citywidetech.co.nz/p.aspx?58625,https://www.citywidetech.co.nz/pi/58625.png
Storage,Solid State Drives,SAS Solid State Drives (SSD),HPE,784582-B21,HP ML110 GEN9 RPS ENABLEMENT KIT,with In Stock,HP ML110 GEN9 RPS ENABLEMENT KIT,251.1000,http://www.citywidetech.co.nz/p.aspx?58626,https://www.citywidetech.co.nz/pi/58626.jpg
Components,Graphics Cards,nVidia Graphics Cards,HPE,J0G94A,HP NVIDIA GRID K1 Quad GPU Module,Out of stock,HP NVIDIA GRID K1 Quad GPU Module,6634.9300,http://www.citywidetech.co.nz/p.aspx?58627,https://www.citywidetech.co.nz/pi/58627.png
Components,Optical Drives,DVD Drives / Burners,HPE,652241-B21,9.5MM SATA DVD RW JB KIT,with In Stock,HP 9.5MM SATA DVD RW JB KIT,51.0900,http://www.citywidetech.co.nz/p.aspx?58628,https://www.citywidetech.co.nz/pi/58628.jpg
Components,Optical Drives,DVD Drives / Burners,HPE,726537-B21,HP 9.5MM SATA DVD-RW JB GEN9 KIT,Out of stock,HP 9.5MM SATA DVD RW JB G9 KIT,128.2200,http://www.citywidetech.co.nz/p.aspx?58629,https://www.citywidetech.co.nz/pi/58629.jpg
Input Devices,Keyboards & Keypads,Keyboard/Mouse Combos,HPE,672097-373,USB BFR-PVC AP-INTL Keybrd/Mouse Kit,Out of stock,HP USB BFR with PVC Free AP-Intl Keyboard/Mouse Kit,20.2000,http://www.citywidetech.co.nz/p.aspx?58630,https://www.citywidetech.co.nz/pi/58630.jpg
Storage,Storage Accessories / Components,Drive Enclosure Components,HPE,726545-B21,HP ML350 GEN9 SFF MEDIA CAGE KIT,Out of stock,HP ML350 G9 SFF MEDIA CAGE KIT,50.6500,http://www.citywidetech.co.nz/p.aspx?58631,https://www.citywidetech.co.nz/pi/58631.jpg
Storage,Storage Accessories / Components,Drive Enclosure Components,HPE,764630-B21,HP DL360 Gen9 2SFF HDD Kit,Out of stock,HP DL360 Gen9 2SFF HDD Kit,116.0100,http://www.citywidetech.co.nz/p.aspx?58632,https://www.citywidetech.co.nz/pi/58632.jpg
Storage,Storage Accessories / Components,Drive Enclosure Components,HPE,818213-B21,HP DL360 GEN9 SFF DVD-ROM/USB KIT,with In Stock,HP DL360 GEN9 SFF DVD-ROM/USB KIT,166.3700,http://www.citywidetech.co.nz/p.aspx?58633,https://www.citywidetech.co.nz/pi/58633.jpg
Storage,Storage Accessories / Components,Tape Library Components,HPE,C7976B,HP LTO6 Ultrium 6.25TB BaFe RW Data Tape,Out of stock,HP LTO6 - 2.5TB/6.25TB DATA CARTRIDGE BAFE,157.9000,http://www.citywidetech.co.nz/p.aspx?58634,https://www.citywidetech.co.nz/pi/58634.png
Communications,Mobility Accessories,Accessory Kits,HPE,820288-B21,HPE ML30 GEN9 SLIM ODD ENABLEMENT KIT,with In Stock,HPE ML30 GEN9 SLIM ODD ENABLEMENT KIT,47.9200,http://www.citywidetech.co.nz/p.aspx?58635,https://www.citywidetech.co.nz/pi/58635.jpg
Components,Processors,AMD Processors,HPE,738661-B21,HP ML350E V2 REDUNDANT PSU KIT,Out of stock,HP ML350E V2 REDUNDANT PSU KIT,444.2400,http://www.citywidetech.co.nz/p.aspx?58636,https://www.citywidetech.co.nz/pi/58636.jpg
Components,Processors,Intel Processors,HPE,719050-B21,HP DL380 Gen9 E5-2630v3 Kit,Out of stock,HP DL380 Gen9 E5-2630v3 Kit,1693.7600,http://www.citywidetech.co.nz/p.aspx?58637,https://www.citywidetech.co.nz/pi/58637.png
Components,Processors,Intel Processors,HPE,719051-B21,HP DL380 Gen9 E5-2620v3 Kit,Out of stock,HP DL380G9 E5-2620v3 CPU KIT,1332.7500,http://www.citywidetech.co.nz/p.aspx?58638,https://www.citywidetech.co.nz/pi/58638.png
Components,Processors,Intel Processors,HPE,726658-B21,HP ML350 GEN9 E5-2620V3 KIT,Out of stock,HP ML350G9 E5-2620V3 CPU KIT,1332.7500,http://www.citywidetech.co.nz/p.aspx?58639,https://www.citywidetech.co.nz/pi/58639.png
Components,Processors,Intel Processors,HPE,733925-B21,HP DL180 GEN9 E5-2609V3 KIT,Out of stock,HP DL180 GEN9 E5-2609V3 KIT,981.1200,http://www.citywidetech.co.nz/p.aspx?58640,https://www.citywidetech.co.nz/pi/58640.png
Components,Processors,Intel Processors,HPE,733937-B21,HP DL160 Gen9 E5-2630v3 Kit,Out of stock,HP DL160 Gen9 E5-2630v3 Kit,1869.6300,http://www.citywidetech.co.nz/p.aspx?58641,https://www.citywidetech.co.nz/pi/58641.png
Components,Processors,Intel Processors,HPE,733939-B21,HP DL160 Gen9 E5-2620v3 Kit,Out of stock,HP DL160 Gen9 E5-2620v3 Kit,1197.0300,http://www.citywidetech.co.nz/p.aspx?58642,https://www.citywidetech.co.nz/pi/58642.png
Components,Processors,Intel Processors,HPE,755382-B21,HP DL360 Gen9 E5-2620v3 Kit,Out of stock,HP DL360 Gen9 E5-2620v3 Kit,1334.7400,http://www.citywidetech.co.nz/p.aspx?58643,https://www.citywidetech.co.nz/pi/58643.png
Components,Processors,Intel Processors,HPE,755384-B21,HP DL360 Gen9 E5-2630v3 Kit,Out of stock,HP DL360G9 E5-2630v3 CPU KIT,1693.7600,http://www.citywidetech.co.nz/p.aspx?58644,https://www.citywidetech.co.nz/pi/58644.png
Consumables,Brother,Drum,Brother,BR1070,Brother DR1070 Drum Unit,with In Stock,BROTHER HL 1110 BROTHER DPC 1510 BROTHER MFC 1810,64.9900,http://www.citywidetech.co.nz/p.aspx?58645,https://www.citywidetech.co.nz/pi/58645.png
Consumables,Brother,Drum,Brother,BR150,Brother DR150CL Drum Unit,with In Stock,BROTHER HL 4040CN BROTHER HL 4050CDN BROTHER DCP 9040CN BROTHER DCP 9042 BROTHER MFC 9440CN BROTHER MFC 9450CDN BROTHER MFC 9840CDW,345.3000,http://www.citywidetech.co.nz/p.aspx?58646,
